Date,Open,High,Low,Close,Adj Close,Volume
2023-08-03,3670.000000,3760.000000,3670.000000,3720.000000,3505.794922,82013300
2023-08-04,3720.000000,3730.000000,3690.000000,3690.000000,3477.522461,67746800
2023-08-07,3700.000000,3720.000000,3680.000000,3680.000000,3468.098145,94909700
2023-08-08,3680.000000,3760.000000,3680.000000,3730.000000,3515.218994,116329400
2023-08-09,3750.000000,3800.000000,3740.000000,3770.000000,3552.915771,129416100
2023-08-10,3800.000000,3830.000000,3800.000000,3800.000000,3581.188232,140158900
2023-08-11,3830.000000,3840.000000,3790.000000,3810.000000,3590.612549,109714400
2023-08-14,3810.000000,3830.000000,3760.000000,3830.000000,3609.460938,86871800
2023-08-15,3800.000000,3830.000000,3800.000000,3820.000000,3600.036621,80015200
2023-08-16,3790.000000,3830.000000,3750.000000,3830.000000,3609.460938,81507800
2023-08-18,3790.000000,3800.000000,3760.000000,3760.000000,3543.491699,108780100
2023-08-21,3760.000000,3780.000000,3720.000000,3740.000000,3524.643311,64449000
2023-08-22,3740.000000,3780.000000,3730.000000,3750.000000,3534.067383,98059600
2023-08-23,3750.000000,3770.000000,3730.000000,3740.000000,3524.643311,84842500
2023-08-24,3730.000000,3770.000000,3720.000000,3720.000000,3505.794922,82789700
2023-08-25,3700.000000,3730.000000,3700.000000,3720.000000,3505.794922,42049200
2023-08-28,3730.000000,3740.000000,3700.000000,3700.000000,3486.946533,37727500
2023-08-29,3700.000000,3720.000000,3700.000000,3720.000000,3505.794922,53453600
2023-08-30,3730.000000,3850.000000,3720.000000,3810.000000,3590.612549,130027200
2023-08-31,3810.000000,3820.000000,3700.000000,3730.000000,3515.218994,227635800
2023-09-01,3710.000000,3740.000000,3710.000000,3720.000000,3505.794922,82253200
2023-09-04,3720.000000,3750.000000,3710.000000,3730.000000,3515.218994,55881900
2023-09-05,3730.000000,3750.000000,3710.000000,3740.000000,3524.643311,62933300
2023-09-06,3750.000000,3810.000000,3740.000000,3790.000000,3571.764160,98673400
2023-09-07,3780.000000,3790.000000,3730.000000,3760.000000,3543.491699,63054500
2023-09-08,3770.000000,3770.000000,3670.000000,3690.000000,3477.522461,143090100
2023-09-11,3710.000000,3710.000000,3680.000000,3700.000000,3486.946533,76577500
2023-09-12,3700.000000,3740.000000,3700.000000,3710.000000,3496.370605,72170600
2023-09-13,3720.000000,3720.000000,3670.000000,3710.000000,3496.370605,82635900
2023-09-14,3710.000000,3720.000000,3680.000000,3680.000000,3468.098145,55532900
2023-09-15,3680.000000,3780.000000,3670.000000,3720.000000,3505.794922,147757300
2023-09-18,3700.000000,3720.000000,3680.000000,3680.000000,3468.098145,40645900
2023-09-19,3690.000000,3740.000000,3690.000000,3730.000000,3515.218994,38375000
2023-09-20,3740.000000,3850.000000,3740.000000,3810.000000,3590.612549,171751900
2023-09-21,3810.000000,3840.000000,3790.000000,3810.000000,3590.612549,94880700
2023-09-22,3830.000000,3880.000000,3810.000000,3860.000000,3637.733398,101185700
2023-09-25,3810.000000,3830.000000,3770.000000,3770.000000,3552.915771,125817700
2023-09-26,3770.000000,3800.000000,3750.000000,3760.000000,3543.491699,74734500
2023-09-27,3750.000000,3780.000000,3720.000000,3720.000000,3505.794922,83337700
2023-09-29,3730.000000,3800.000000,3730.000000,3750.000000,3534.067383,66219300
2023-10-02,3750.000000,3780.000000,3730.000000,3750.000000,3534.067383,71945000
2023-10-03,3750.000000,3800.000000,3740.000000,3770.000000,3552.915771,61155100
2023-10-04,3800.000000,3800.000000,3740.000000,3780.000000,3562.339844,77527700
2023-10-05,3790.000000,3800.000000,3720.000000,3720.000000,3505.794922,81258900
2023-10-06,3780.000000,3800.000000,3770.000000,3780.000000,3562.339844,60156100
2023-10-09,3770.000000,3780.000000,3750.000000,3760.000000,3543.491699,37711400
2023-10-10,3780.000000,3820.000000,3770.000000,3810.000000,3590.612549,51167900
2023-10-11,3780.000000,3810.000000,3780.000000,3780.000000,3562.339844,83154300
2023-10-12,3820.000000,3870.000000,3800.000000,3830.000000,3609.460938,101645100
2023-10-13,3820.000000,3850.000000,3810.000000,3850.000000,3628.309326,48856500
2023-10-16,3850.000000,3850.000000,3740.000000,3760.000000,3543.491699,117472800
2023-10-17,3780.000000,3810.000000,3770.000000,3790.000000,3571.764160,57046900
2023-10-18,3770.000000,3780.000000,3730.000000,3750.000000,3534.067383,64910600
2023-10-19,3730.000000,3760.000000,3720.000000,3730.000000,3515.218994,62296900
2023-10-20,3720.000000,3730.000000,3690.000000,3700.000000,3486.946533,38978200
2023-10-23,3710.000000,3720.000000,3610.000000,3610.000000,3402.128906,69428400
2023-10-24,3640.000000,3670.000000,3600.000000,3650.000000,3439.825684,67041700
2023-10-25,3650.000000,3680.000000,3580.000000,3600.000000,3392.704834,89567900
2023-10-26,3600.000000,3610.000000,3460.000000,3480.000000,3279.614502,141139700
2023-10-27,3480.000000,3530.000000,3440.000000,3500.000000,3298.462891,99607000
2023-10-30,3500.000000,3500.000000,3390.000000,3420.000000,3223.069580,82945500
2023-10-31,3400.000000,3510.000000,3400.000000,3490.000000,3289.038818,66801600
2023-11-01,3600.000000,3700.000000,3600.000000,3620.000000,3411.552979,154441100
2023-11-02,3690.000000,3690.000000,3620.000000,3620.000000,3411.552979,69582500
2023-11-03,3590.000000,3630.000000,3540.000000,3570.000000,3364.432129,85146800
2023-11-06,3610.000000,3650.000000,3600.000000,3650.000000,3439.825684,66902400
2023-11-07,3600.000000,3610.000000,3550.000000,3570.000000,3364.432129,103642200
2023-11-08,3520.000000,3540.000000,3500.000000,3520.000000,3317.311279,103415400
2023-11-09,3500.000000,3570.000000,3500.000000,3530.000000,3326.735352,96594900
2023-11-10,3520.000000,3550.000000,3490.000000,3550.000000,3345.583740,48619500
2023-11-13,3570.000000,3570.000000,3510.000000,3520.000000,3317.311279,37975400
2023-11-14,3500.000000,3540.000000,3500.000000,3500.000000,3298.462891,45987000
2023-11-15,3520.000000,3570.000000,3520.000000,3550.000000,3345.583740,114104500
2023-11-16,3550.000000,3550.000000,3510.000000,3540.000000,3336.159668,41789400
2023-11-17,3530.000000,3550.000000,3480.000000,3550.000000,3345.583740,55585600
2023-11-20,3560.000000,3600.000000,3540.000000,3590.000000,3383.280518,39932700
2023-11-21,3590.000000,3620.000000,3580.000000,3620.000000,3411.552979,68255800
2023-11-22,3610.000000,3630.000000,3590.000000,3610.000000,3402.128906,34555300
2023-11-23,3610.000000,3630.000000,3590.000000,3600.000000,3392.704834,57385100
2023-11-24,3600.000000,3620.000000,3570.000000,3620.000000,3411.552979,34583700
2023-11-27,3640.000000,3730.000000,3640.000000,3680.000000,3468.098145,73888700
2023-11-28,3680.000000,3800.000000,3680.000000,3770.000000,3552.915771,106829100
2023-11-29,3750.000000,3770.000000,3700.000000,3720.000000,3505.794922,56467400
2023-11-30,3750.000000,3820.000000,3740.000000,3760.000000,3543.491699,258522400
2023-12-01,3790.000000,3840.000000,3790.000000,3830.000000,3609.460938,81037200
2023-12-04,3840.000000,3860.000000,3780.000000,3810.000000,3590.612549,118483900
2023-12-05,3830.000000,3850.000000,3800.000000,3850.000000,3628.309326,74608900
2023-12-06,3900.000000,3950.000000,3870.000000,3920.000000,3694.278564,149345100
2023-12-07,3950.000000,3950.000000,3880.000000,3910.000000,3684.854248,91076200
2023-12-08,3940.000000,3940.000000,3900.000000,3940.000000,3713.126953,61476300
2023-12-11,3870.000000,3980.000000,3850.000000,3980.000000,3750.823486,99365500
2023-12-12,3940.000000,3950.000000,3890.000000,3910.000000,3684.854248,58707700
2023-12-13,3870.000000,3920.000000,3870.000000,3920.000000,3694.278564,54386800
2023-12-14,3880.000000,3960.000000,3880.000000,3940.000000,3713.126953,70705300
2023-12-15,3940.000000,3980.000000,3900.000000,3980.000000,3750.823486,109064200
2023-12-18,3940.000000,3970.000000,3930.000000,3970.000000,3741.399414,60940400
2023-12-19,3950.000000,3970.000000,3940.000000,3970.000000,3741.399414,32984500
2023-12-20,3960.000000,3990.000000,3960.000000,3960.000000,3731.975098,59574800
2023-12-21,3960.000000,3970.000000,3930.000000,3950.000000,3722.551025,48242100
2023-12-22,3980.000000,3980.000000,3950.000000,3960.000000,3731.975098,28222700
2023-12-27,3990.000000,4000.000000,3920.000000,3940.000000,3713.126953,73157200
2023-12-28,3960.000000,3970.000000,3940.000000,3960.000000,3731.975098,34024400
2023-12-29,3960.000000,3980.000000,3940.000000,3950.000000,3722.551025,27497600
2024-01-02,3950.000000,3990.000000,3940.000000,3990.000000,3760.247803,23774100
2024-01-03,3990.000000,3990.000000,3950.000000,3960.000000,3731.975098,22018500
2024-01-04,3980.000000,3990.000000,3960.000000,3970.000000,3741.399414,33922400
2024-01-05,3950.000000,3970.000000,3880.000000,3890.000000,3666.005859,69268000
2024-01-08,3890.000000,3920.000000,3860.000000,3890.000000,3666.005859,61064100
2024-01-09,3930.000000,3980.000000,3920.000000,3960.000000,3731.975098,64015400
2024-01-10,4000.000000,4030.000000,3980.000000,4000.000000,3769.671875,99083600
2024-01-11,4040.000000,4040.000000,3990.000000,3990.000000,3760.247803,36333300
2024-01-12,3970.000000,4010.000000,3970.000000,4010.000000,3779.096191,53685600
2024-01-15,4040.000000,4040.000000,3980.000000,4000.000000,3769.671875,38339500
2024-01-16,4020.000000,4030.000000,3980.000000,4010.000000,3779.096191,44782300
2024-01-17,4000.000000,4010.000000,3970.000000,3990.000000,3760.247803,62728400
2024-01-18,3990.000000,4010.000000,3930.000000,3950.000000,3722.551025,73029300
2024-01-19,3950.000000,3960.000000,3890.000000,3940.000000,3713.126953,67016100
2024-01-22,3980.000000,4010.000000,3960.000000,3980.000000,3750.823486,50643700
2024-01-23,4000.000000,4010.000000,3910.000000,3950.000000,3722.551025,72595400
2024-01-24,3950.000000,3980.000000,3930.000000,3970.000000,3741.399414,38732000
2024-01-25,3980.000000,4000.000000,3960.000000,3980.000000,3750.823486,58541300
2024-01-26,3940.000000,3990.000000,3930.000000,3980.000000,3750.823486,65272600
2024-01-29,4000.000000,4010.000000,3970.000000,4010.000000,3779.096191,59150000
2024-01-30,4000.000000,4020.000000,3980.000000,4000.000000,3769.671875,66906900
2024-01-31,4000.000000,4020.000000,3960.000000,3960.000000,3731.975098,100403700
2024-02-01,3970.000000,4050.000000,3970.000000,4040.000000,3807.368652,105414400
2024-02-02,4030.000000,4030.000000,3930.000000,3990.000000,3760.247803,96180000
2024-02-05,4010.000000,4010.000000,3970.000000,3980.000000,3750.823486,57789500
2024-02-06,3970.000000,4000.000000,3970.000000,3980.000000,3750.823486,65167500
2024-02-07,4010.000000,4020.000000,3980.000000,3980.000000,3750.823486,53084600
2024-02-12,4000.000000,4020.000000,3970.000000,4000.000000,3769.671875,85763200
2024-02-13,4010.000000,4010.000000,3980.000000,3980.000000,3750.823486,52020300
2024-02-15,4040.000000,4080.000000,3980.000000,4030.000000,3797.944336,129347900
2024-02-16,4050.000000,4160.000000,4050.000000,4160.000000,3920.458740,244064200
2024-02-19,4130.000000,4170.000000,4130.000000,4160.000000,3920.458740,82867500
2024-02-20,4200.000000,4210.000000,4160.000000,4210.000000,3967.579590,267636700
2024-02-21,4190.000000,4240.000000,4070.000000,4180.000000,3939.307129,152787100
2024-02-22,4130.000000,4150.000000,4070.000000,4090.000000,3854.489502,93555100
2024-02-23,4070.000000,4100.000000,4040.000000,4100.000000,3863.913818,87665800
2024-02-26,4060.000000,4100.000000,4050.000000,4090.000000,3854.489502,55761700
2024-02-27,4050.000000,4060.000000,3990.000000,3990.000000,3760.247803,119637000
2024-02-28,3980.000000,4020.000000,3950.000000,3990.000000,3760.247803,77255300
2024-02-29,4020.000000,4040.000000,3950.000000,4000.000000,3769.671875,157431900
2024-03-01,3950.000000,3990.000000,3860.000000,3920.000000,3694.278564,139582000
2024-03-04,3960.000000,3960.000000,3900.000000,3940.000000,3713.126953,81580800
2024-03-05,3880.000000,3900.000000,3860.000000,3870.000000,3647.157471,100671500
2024-03-06,3870.000000,3920.000000,3860.000000,3900.000000,3675.430176,83251500
2024-03-07,3900.000000,3930.000000,3900.000000,3900.000000,3675.430176,86888100
2024-03-08,3900.000000,3910.000000,3840.000000,3860.000000,3637.733398,101556500
2024-03-13,3910.000000,3910.000000,3890.000000,3900.000000,3675.430176,106191400
2024-03-14,3930.000000,3980.000000,3920.000000,3960.000000,3731.975098,122570700
2024-03-15,4000.000000,4000.000000,3900.000000,3970.000000,3741.399414,184885900
2024-03-18,3960.000000,3970.000000,3920.000000,3920.000000,3694.278564,57508300
2024-03-19,3980.000000,3980.000000,3940.000000,3940.000000,3713.126953,51629700
2024-03-20,3910.000000,3940.000000,3910.000000,3930.000000,3703.702637,84777400
2024-03-21,3930.000000,3960.000000,3890.000000,3890.000000,3666.005859,81520900
2024-03-22,3900.000000,3920.000000,3890.000000,3900.000000,3675.430176,44501700
2024-03-25,3890.000000,3890.000000,3700.000000,3730.000000,3515.218994,313394400
2024-03-26,3680.000000,3680.000000,3610.000000,3620.000000,3411.552979,354086400
2024-03-27,3610.000000,3630.000000,3490.000000,3490.000000,3289.038818,496202800
2024-03-28,3470.000000,3520.000000,3430.000000,3470.000000,3270.190430,258985200
2024-04-01,3480.000000,3520.000000,3420.000000,3510.000000,3307.887207,248116300
2024-04-02,3460.000000,3500.000000,3410.000000,3490.000000,3289.038818,233017700
2024-04-03,3450.000000,3490.000000,3420.000000,3420.000000,3223.069580,150265700
2024-04-04,3410.000000,3460.000000,3410.000000,3450.000000,3251.342041,205184000
2024-04-05,3440.000000,3450.000000,3420.000000,3430.000000,3232.493652,116051700
2024-04-16,3260.000000,3280.000000,3150.000000,3220.000000,3034.585938,490658200
2024-04-17,3220.000000,3240.000000,3200.000000,3200.000000,3015.737549,187876400
2024-04-18,3190.000000,3310.000000,3110.000000,3250.000000,3062.858398,337490100
2024-04-19,3230.000000,3230.000000,3130.000000,3150.000000,2968.616699,149997000
2024-04-22,3150.000000,3200.000000,3130.000000,3170.000000,2987.465088,140971800
2024-04-23,3180.000000,3190.000000,3080.000000,3100.000000,2921.495850,312052300
2024-04-24,3100.000000,3110.000000,3040.000000,3040.000000,2864.950684,327330800
2024-04-25,3010.000000,3060.000000,2990.000000,3040.000000,2864.950684,369525200
2024-04-26,2980.000000,3060.000000,2960.000000,3030.000000,2855.526367,442527900
2024-04-29,3030.000000,3090.000000,3010.000000,3080.000000,2902.647461,172773600
2024-04-30,3120.000000,3200.000000,3110.000000,3170.000000,2987.465088,273121800
2024-05-02,3170.000000,3200.000000,3120.000000,3120.000000,2940.343994,157637100
2024-05-03,3180.000000,3180.000000,3120.000000,3160.000000,2978.040771,127945300
2024-05-06,3180.000000,3200.000000,3040.000000,3050.000000,2874.374756,221330900
2024-05-07,3070.000000,3110.000000,3060.000000,3090.000000,2912.071533,124914600
2024-05-08,3130.000000,3150.000000,3050.000000,3080.000000,2902.647461,120622600
2024-05-13,3070.000000,3100.000000,3040.000000,3090.000000,2912.071533,133048300
2024-05-14,3100.000000,3120.000000,3080.000000,3120.000000,2940.343994,104126800
2024-05-15,3120.000000,3130.000000,3070.000000,3100.000000,2921.495850,149143600
2024-05-16,2960.000000,3050.000000,2960.000000,3010.000000,3010.000000,196239200
2024-05-17,3050.000000,3050.000000,2980.000000,2990.000000,2990.000000,120345300
2024-05-20,2950.000000,3000.000000,2950.000000,2990.000000,2990.000000,215877500
2024-05-21,2990.000000,2990.000000,2920.000000,2950.000000,2950.000000,138864400
2024-05-22,2980.000000,2980.000000,2910.000000,2940.000000,2940.000000,145109200
2024-05-27,2900.000000,2920.000000,2780.000000,2810.000000,2810.000000,246979600
2024-05-28,2810.000000,2880.000000,2810.000000,2860.000000,2860.000000,113093300
2024-05-29,2850.000000,2860.000000,2810.000000,2810.000000,2810.000000,148952900
2024-05-30,2810.000000,2870.000000,2720.000000,2810.000000,2810.000000,253471800
2024-05-31,2840.000000,2920.000000,2810.000000,2900.000000,2900.000000,411324600
2024-06-03,2930.000000,2970.000000,2900.000000,2930.000000,2930.000000,124570400
2024-06-04,2980.000000,3060.000000,2940.000000,3000.000000,3000.000000,130203100
2024-06-05,3000.000000,3080.000000,3000.000000,3060.000000,3060.000000,141157300
2024-06-06,3100.000000,3100.000000,3030.000000,3050.000000,3050.000000,107996900
2024-06-07,3050.000000,3090.000000,3050.000000,3050.000000,3050.000000,67191100
